id,solution
3344,bridge_Paradise ._The Ford_33 The_machine 's_ambulance ambulance_look road_.
3345,and_Bon allega_tions co_habitation law_. Villeneuve_Smith posi_tion P_Villeneuve evidence_before senrvice_of Cleland_: tiff_hed Henry_Leaver appeared_tor The_posi her_hus ._K.C rights_foilowing Marjorie_Nott tion_at 1916_plaintiff the_marriage Justice_Cleland medical_practitioner hus_band quite_14 14_was to_her ranged_that 's_allega Alderman_appeared ._con tractor_of Nott_of fendant_returned ._For B_Herford evidence_. was_ar her_but tioned_it for_Bonnett K.C_with Herford_. foilowing_liis nett_to Skipper_( from_co )_said Leaver_Bonnett Plain_tiff fendant_declaring order_for Nott_) ._Marjorie affection_ate habitation_on (_for 22_1916 tions_were not_ques order_on band_if con_tractor Mrs._Nott de_fendant ate_letter ques_tioned after_senrvice ._Plain an_affection and_de Bon_nett within_tliree for_de the_ground before_him ar_ranged
3346,._Invitation board_diving final_womens the_overseas general_meeting in_Eringa breaststroke_heats Rugby_Club Club_will will_be be_held heats_women 's_1650 meeting_of Invitation_double held_in womens_220 overseas_teams ;_water 1650_yards February_10—Mens the_Adelaide of_the —_February Eringa_Buildings A_general managers_of heats_: Currie_street final_; spring_board water_polo 5—Women_'s 1_Australia ._A 8—Men_'s 10—Mens_1650 diving_final arranged_by back-stroke_final pool_arranged February_5—Women Buildings_Currie Adelaide_Rugby February_8—Men swim-nine_managers display_men 's_spring polo_Australia 's_springboard springboard_diving
3347,linger_. vice_president Bur_kcss If_orcanls the_pur the_Robertstown Mrs._Bur b_of Robertstown_b enrolled_in orcanls_on Parley_vice Bal_linger in_the pur_chase kcss_. on_November chase_of H._Bal
3348,a_day her_companion accomplished_only 's_notice the_meeting seen_two had_made day_'' Willard_Hall official_guests women_enthusiastically devastated_areas distressed_refugees ''_She for_us to_atoms doctors_performing guests_at garments_for enthusiastically_welcomed difficult_for This_was the_firing her_husband was_responsible W.C.T.U._which ._Refugee for_which a_weakness Mrs._Chow ._A details_of to_troops companion_is Hall_yesterday of_distressed three_young be_organised responsible_. the_W.C.T.U. friends_in the_Shanghai ``_This
3349,Church_conducted Association_Halsbury 1_p.m Albans_Liberal R._A. Club_South number_of Piper_who staff_Royal and_choir For_a choir_warden Lodge_Arch Jusice_Piper service_. Royal_Geographical a_senior the_service Albans_Lodge Halsbury_Association H._B. street_Fullarton Unley_Minda of_Unley Glenelg_Football Y.M.C.A._Adelaide Fullarton_for University_Law Society_Norwood Piper_The p.m_. Club_Glenelg B._R. Lawn_Tennis A._F. seven_pallbearers— Mr._Jusice Glenelg_Tennis South_Australian Association_Crown a_number pallbearers—_Messrs. Society_Y.M.C.A. Australian_Lawn
3350,damages_amounting by_Act ._K.C appeared_for ._The Jus_tice an_absconding Mr._Jus absconding_debtor K.C_) J._Healy Act_ing December_1. tice_Richards had_been on_December K._J. Travers_with ing_Judge
3351,and_suddenly attempted_to again_attempted been_recently suddenly_struck immediately_ordered having_been Sullivan_immediately
3352,Balak_lava and_the Mr._P. children_. the_bowling lava_. tion_member bowling_club 11_grand founda_tion grand_children of_Balak at_the A._Warhurst the_age a_founda Warhurst_of P._F.
3353,BrayV_war The_exoery his_where exoery_throcytic .The_season where_abouts serve_pilet They_na Ger_many try_in a_tomor BRAY_DR re_serve the_tfni ubiqui_tous re_pair na_turally pair_it Press_Victory Ivan_hoe release_offi de_sree ting_new to_re and_re throcytic_cytte MtPliitDtH_Pond ._'Now clos_ing land_border get_ting open_coun the_gar A_Press abouts_before the_Queens sree_at be_de clared_a news_paper 'Now_it time_' the_ubiqui war_time the_Ivan hoe_district paper_'s tfni_versity and_book ing_thncjn ._BRAY ^'1_am k_Subject gar_^'1 '_Bitt turally_anxious Sydney_news BRAY_Then cially_. about_get versity_of many_. are_clos Victory_There coun_try Ctmtry_.The ing_the book_ing tomor_MtPliitDtH Queens_land de_clared in_Ger Philosophy_de offi_cially tous_Red -_k
3354,the_West they_daily a_natu where_she and_as from_lands springing_up Inevitably_hopes seems_in keeping_up whether_they gest_party German_citizen learn_this ._I be_cause instance_Schleswig-Holstein—the cease_believing intellectual_level :_refugees get_their unpopu_lar personal_incon bed_time ''_The be_re them_. touch_ing not_avoid Agreement_. 10_m. dan_ger East_Prus lands_formerly and_this Frontiers_OTHER of_Germany un_kemptness Driven-Out_People problem_seriously fabled_lebensraum seriously_and undemocratic_anyway man_hobbling claim_that of_earn one_in un_co-ordinated the_grievance inescap_able ing_a theoretically_regard ing_every refugee_problem— organisation_but of_despair the_hope nities_in day_get majority_had ''_—the ger_is and_their ex_celled earn_ing them_go effectively_perpetuates The_tides of_this seem_inhuman East_; —the_name are_now wondering_whether genuine_and alarmingly_. together_they recognise_the m._unemployed beds_. up_far more_numerous may_tell affects_every co-ordinated_but are_commu much_to increasingly_resented national_ism wrong_touch an_irre he_had a_`` problem—_Germany directly_or rising_and lose_it of_German ._chil still_theoretically or_indirectly motive_force but_they in_doing in_Bavaria are_justified By_Alexander is_seeking ._Inevitably that_is far_fetched say_it Even_the the_utter lebensraum_but poli_tical where_they making_it despair_. problem—7_1/2 the_ex being_increasingly ._Emotional justified_in their_grievance ._homeless m._Germans Minister_says despair_has see_them line_. old_man feelings_making Dynamite_IT Schleswig-Holstein—the_pro force_not element_as children_in will_strike regard_the Emotional_Dynamite fetched_pretexts numerous_than second_big tical_parties glory_or in_Germany founding_clubs and_leagues take_jobs time_keeping ``_You window_prosperity grievance_. and_un Germans_ex Germany_who any_organisations is_plenty are_rising the_problem—7 lesson_from the_intellectual time_. of_Driven-Out Government_refuses decanted_eastward ment_of Never_Accept spend_time utter_abase name_effectively covered_are in_mass ever_gets It_seems nobody_took incon_venience kemptness_of Faces_The com_plain measure_of tants_and pros_pects jobs_from irre_dentist un_kempt to_Talk hopes_of commu_nities frontier_as credible_that immense_genuine portion_is in_credible it_but not_of 's_immense about_. more_unpopu big_gest sian_in Talk_About far_un got_their possessed—not_vague re_covered not_previously now_and ''_There unnatural_element German_homes is_where tell_us chil_dren responsible_be had_been natu_ral gishly_. lounging_slug in_three we_this inhabi_tants seeking_to grievance_directly surplus_population are_10 The_East drag_on If_Germany are_living German_soldiers they_get an_intolerable Prus_sian undeniable_inescap ``_Ministry OTHER_Germans at_bed the_frontier are_springing ._If ._`` ;_the pro_portion Schleswig-Holstein_where ex_pected to_spend to_com celled_people America_still shop_window spring_up homeless_children says_he back—though_not when_they level_is own_beds so_inhuman gets_a up_in the_local up_jobs every_German war_nobody dentist_crusade refugee_driven ral_organisation this_lesson ''_Never the_surplus Oder-Neisse_frontier speculative_future indirectly_affects their_hands personal_undeniable soldiers_they venience_. jobs_. chance_that remote_speculative hobbling_he believing_that abase_ment talk_about vague_dreams now_founding —first_. inhuman_to a_drag Accept_Frontiers Plenty_to and_taxes places_where East_IF dancing_An inhuman_and be_resettled detestable_personal present_eastern ._Plenty living_in over_government real_inhabi a_practical homes_to previously_possessed—not frosty_air nationalistic_poli general_despair and_glory a_motive Bavaria_. future_but without_pros war_from They_claim their_own pects_. of_national time_they plain_of kempt_. ._Faces About_THE pected_the frontier_line citizen_. a_refugee 1/2_m. slug_gishly practical_personal hands_. a_chance ._Even resettled_are over-riding_grievance grievance_faces cause_we You_may deteriorating_alarmingly strike_—first seems_strange
3355,Isa_Queens Harrison_. Mel_bourne ._Chelten derson_. for_Hen Mr_Harrison ._Rose son_engineer bert_Barrett land_on Hen_derson fol_lowing Joel_Uzzell of_Eliza for_Mr Rose_water of_Mc East_Mel against_Joel Uzzell_of Redfem_against Her_bert Waddleton_store store_keeper Mc_Gresor imprison_ment Jus_tice ment_for lowing_undefended the_fol bourne_against Gresor_terrace Chelten_ham Harri_son his_imprison ham_against with_Her beth_street Mr._Jus keeper_of Queens_land tice_Napier water_was Thomas_Harri Eliza_beth
3356,
3357,from_Berlin operations_five pilot_regained Amiens_Lille at_Gelsenkirchen repeatedly_scored bombs_by and_St. Gelsenkirchen_and was_showered Monday_on first_planes a_rolling point_describes Ministry_. Calais_From aerodrome_buildings against_a the_dropping territories_including tbe_sheds smoke_Dresden continues_the to_their the_important weather_including including_those fires_on directed_against Other_bombers high_explosive ._This circled_low synthetic_oil 18.000_feet main_railway the_submarine below_freezing burst_among were_visible attacked_in broke_out twice_circled The_resultant junction_near ._Large before_the regained_control city_'s denied_Neutral office_building ._Another St._Malo scored_direct incendiary_bombs Berlin_were out_in Germany_continues still_nil 11.000_feet the_aerodrome severely_hampered to_attacks describes_how raids_was met_violent planes_did yet_another buildings_across northeast_Germany raid_on on_Lorient cloud_to distance_raids He_flew The_R.A.F hurt_. ._Direct pilot_of the_long junctions_. of_Lorient sheds_and over_northeast important_oil hampered_raiders rainstorms_over darkness_severely blind_for intense_darkness over_Germany large_fires Emden_where ice_plunged oil_refinery snowstorm_. Lorient_in with_ice the_hour and_visibility plants_factories another_attack Direct_Hits house_. including_temperatures visibility_was Low_clouds imposed_on Lorient_lasted started_large hits_. Malo_. service_which the_base followed_the the_occupied resultant_fires the_bombers prolonged_attack unbroken_cloud blast_from Brest_St. the_target flew_blind five_planes that_enemy oil_plants morning_the Scored_Low nil_. a_snowstorm long_distance of_smoke where_fires Danzig_was explosive_bombs was_still refinery_was United_Press bombed_for the_city 's_main made_yet return_. across_the rolling_cloud all_British date_bombing and_intense British_aircraft a_prolonged which_had building_which railway_junctions the_following following_raiders plunged_11.000 Hits_Scored among_the the_blast The_refinery
3358,district—_-ProspectHarry points_in six_goals a_high-leaping and_fields a_life goals_. four_points clean_cut Adelaide_repre with_a winning_side life_mem long_kicking sentative_in googlies_and nicely_with kicking_dashing ber_of broad-shouldered_clean 1930_in carni_val con_siderable premiership_winning in_Ade in_SA repre_sentative -ProspectHarry_Kneebone with_con league_premiership laide_. high-leaping_. Ade_laide half-back_flanker val_selection ._long siderable_ability cut_featured earned_carni mem_ber manager_in dashing_half-back more_than
3359,cert_toot ser_vices vices_. lads_. delightful_con bal_lads a_differ '.room_. ._ville the_nc Misses_Gor companist_. Chapple_. don_. ent_purpose differ_ent Gor_don nc_companist Phoebe_Chapple !_'.room per_formed formed_by their_ser Glar_. was_per ville_Barker con_cert Mrs_Glar three_bal
3360,Metho_dist Ness_of issued_in of_Ana race_. Ana_cotilla WayviUe_. Park_ter dist_Church street_Metho ._WayviUe in_vitations vitations_for 6_pm pm_. cotilla_Second ter_race
3361,tomorrow_morning p.m._on Council_will very_happy an_occasional is_lookIng has_now for_2.15 occasional_burst their_work important_event ._C. ._Mr. Coming_back the_1½ happy_and Bridge_tomorrow Bridgeport_Hotel lookIng_forward ._Coming were_a now_been 2.15_p.m. 1½_mile C._Pearce the_Australian N.S.W_. the_N.S.W
3362,Carrs_Youngs and_Mrs. Eng_land Robert_Carrs her_sister land_. Stanstell_Eng Gliddon_to Dr._and sister_Sister
3363,team_relurned the_Easti-West Bruce_Higgins triumphs_yester Hone_Bruce yester_day Easti-West_express ``_Sandy lefl—_`` Perth_triumphs Sandy_'' Tom_southern rugby_team day_on its_Perth Adelaide_rugby relurned_from Higgins_and ''_Hone
3364,venir_piece trict_was able_evening ;_his erable_trouble enjoy_able dis_trict The_dis F._Doecke Messrs_F. Kitts_cele C._Klemm car_ried to_consid Harold_car he_did mirably_arranged so_ad consid_erable brated_his September_17 par_ents Klemm_Mr sou_venir memor_ies baked_by cake_baked said_he his_par on_September ents_sisters a_sou manda_and be_associated happiest_memor was_ac cele_brated ies_. daughters_A A_manda very_enjoy corded_musical ac_corded ad_mirably ried_also to_be
3365,es_pecially cavating_at in_defeat laide_station These_mem round_. to_pro Jones_as the_final 1_up ex_cavating The_championship bers_of defeat_ing employed_ex championship_cup pecially_on 's_championship in_the at_Kooyonga up_. exciting_round school_es women_'s pro_vide ing_: championship_ended Ade_laide cent_Valladares the_women as_president and_Vin cup_to Vin_cent Kooyonga_yesterday vide_standards most_exciting LOSER_PRESENTS mem_bers ._LOSER the_Ade
3366,M.H.R._will January_25 board_of and_Mrs. through_Adelaide export_consignments be_nominated there_for Kiek_from market_should the_board new_four-manual would_have should_be cable_message Mongolia_for been_at Dunn_Mr. Price_M.H.R. Commercial_Travellers Coombs_formerly prospects_in and_of used_would on_his British_market Mr._J. woman_J.P. Laboratories_Melbourne J._M. Mr._Arthur that_prospects Arthur_Boult a_cable for_Sydney Tokio_. M._Dunn '_Association was_born Mrs._Kiek Croydon_South his_way born_at the_Cathedral on_January organ_there J.P._in consignments_provided R._Coombs been_studying Travellers_' the_new
3367,Al_berton pre_sented Sep_tember a.._jJuuc vided_music arm_chair accom_panists of_Ren dent_) se_lections members_in Tigger_mann panists_were the_Eyby and_Nar sentation_to cal_officer played_Alm rades_. McCulloch_third pro_vided popu_lar Eckcr_mann H._L fortnight_prac Pianoforte_se pre_sentation tember_. —_Secretary ._MORPHETT W._Thread tain_of G._Oster The_popu de_parture stock_11 Stan_McPhar H._Tra (_presi lections_were —_AUrounder Lash_mar presi_dent more_accommo ._VEITCH com_petition Members_of prac_tically bouse_on sub_scribers ;_vice Ama_teur petition_was hospi_tal pense_of mann_6 dren_previous PORT_AUGUSTA Thread_srold srold_. of_Peter Williamson_GUMERACHA tal_and L_Tucken cap_tain lar_artist ported_a PENNESHAW_A Irom_Cap ken_jaw re_ported d._Wisan third_. tically_saved Wisan_Sfr- and_mov the_de the_ex reduc_Inn Claire_Lash Secretary_Miss build_ing parture_.of the_pro last_Sep bolite_Hall T._Eckcr R_. MINGARY_The mar_and woona_at Oster_stock ._Har were_pre pro_ceeds berton_children pre_sided jJuuc_mann com_rades ._PENNESHAW shaw_has the_medi atim_shaw president_Mrs. FARRELL_'S Ren_mark the_chil of_Mor lln_. chil_dren and_Thomp Har_Icy mann_second pro_gramme Icy_A Mr._J Wllloughby_Light PORT_MACDONNELL GUMERACHA_The tain_Gransbury Sfr-_e-i Donald_atim Light_bouse Mes_dames was_cap phett_Vale Tra_laggan Cap_tain MORPHETT_VALE The_accom President_Mrs. ._Bar plied_by scribers_was laggan_O. in_clude Tucken_. ._En the_Ama mann_. MACDONNELL_The Johnson_pro Nar_ridv borough_. ex_pense Eyby_bolite Alm_woona was_sup sented_bv committee_Mes gramme_was Hos_P'tal mond_W. G._Ham a_pre a_bro teur_Swimming PORT_PIRIE chairman_re vice_president CENTRES_BRIDGEWATER dames_N. Inn_it Hall_sub TEROWIE_A P'tal_auxUiary tary_Mr. chair_man sided_. The_build dis_tributed Thomp_son chair_from son_. PIRIE_The ing_is ._TEROWIE ._MINGARY tributed_. clude_Messrs. ing_pictures ridv_Officials AUrounder_. Ham_mond Mor_phett quiries_have (_chair bro_ken En_quiries local_hospi was_dis McPhar_lln an_arm waltzing_com M^'i*_McCulloch mov_ing Potter_presi Loxton_Hos AUGUSTA_A the_Al —_Members E._Tigger medi_cal sup_plied )_pre Peter_borough The_pro VEITCH_The mark_. accommo_dation ceeds_were ;_secre bara_Cabot BRIDGEWATER_A fallen_com dation_and Bar_bara dent_of debt_reduc man_of secre_tary ._FARRELL
3368,'s_ma concus_sion Cot_tell and_concus riding_on kell_. sion_in tell_street chine_suffered was_riding ma_chine John_Has Has_kell tiple_fractures Kevin_Murphy of_Cot suffered_mul mul_tiple Desmond_Kevin
